,dataset,sample,NAT_source,ref_source,WGA_source,priority,run,barcode,assembly_contigs,assembly_coverage,ONT_reads,tax_id,scientific_name,lineage,lineage_save
1208,sepsis,K-M0717,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01147_Min106_RBK110/1152_21/20221103_1721_X1_FAS66548_5d36c2f0/fast5_pass/barcode11,cebitec:/prj/kinbiotics-seq/samples/K-M0717/medaka/consensus.fasta,,2,Run01147_Min106_RBK110,11,1.0,31.0,67273,545,Citrobacter koseri,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter
572,sepsis,K-E0169,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode36,cebitec:/prj/kinbiotics-seq/samples/K-E0169/medaka/consensus.fasta,,2,Run01050_Min106_RBK110,36,5.0,180.0,204606,1351,Enterococcus faecalis,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
521,sepsis,K-E0099,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode28,cebitec:/prj/kinbiotics-seq/samples/K-E0099/medaka/consensus.fasta,,2,Run01014_Min106_RBK96,28,1.0,48.0,46767,480,Moraxella catarrhalis,Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella
492,sepsis,K-M0162,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01007_Min106_RBK96/1152_0006/20220429_1323_X4_FAT28676_d461a728/fast5_pass/barcode84,cebitec:/prj/kinbiotics-seq/samples/K-M0162/medaka/consensus.fasta,,2,Run01007_Min106_RBK96,84,3.0,138.0,206545,582,Morganella morganii,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella
499,sepsis,K-E0066,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode06,cebitec:/prj/kinbiotics-seq/samples/K-E0066/medaka/consensus.fasta,,2,Run01014_Min106_RBK96,06,1.0,259.0,164213,727,Haemophilus influenzae,Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
15,sepsis,K-E0436,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001175_MIN106_RBK11096/1152_24_1/20221215_1554_X3_FAV40612_8a706507/fast5_pass/barcode16,cebitec:/prj/kinbiotics-seq/samples/K-E0436/medaka/consensus.fasta,,2,Run001175_MIN106_RBK11096,16,2.0,178.0,231050,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1398,sepsis,K-E0306,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode11,cebitec:/prj/kinbiotics-seq/samples/K-E0306/medaka/consensus.fasta,,2,Run01166_Min106_RBK96,11,4.0,67.0,53913,1334,Streptococcus dysgalactiae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group
1404,sepsis,K-E0313,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode17,cebitec:/prj/kinbiotics-seq/samples/K-E0313/medaka/consensus.fasta,,2,Run01166_Min106_RBK96,17,1.0,208.0,146924,727,Haemophilus influenzae,Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1383,sepsis,K-E0290,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01152_Min106_RBK110/1152_22_3/20221108_1705_X4_FAU82490_288692d8/fast5_pass/barcode92,cebitec:/prj/kinbiotics-seq/samples/K-E0290/medaka/consensus.fasta,,2,Run01152_Min106_RBK110,92,1.0,61.0,31807,480,Moraxella catarrhalis,Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella
1325,sepsis,K-M0835,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01151_Min106_RBK110/1152_22_2/20221108_1704_X2_FAU82343_35063281/fast5_pass/barcode34,cebitec:/prj/kinbiotics-seq/samples/K-M0835/medaka/consensus.fasta,,2,Run01151_Min106_RBK110,34,2.0,185.0,294559,1351,Enterococcus faecalis,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
1327,sepsis,K-M0837,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01151_Min106_RBK110/1152_22_2/20221108_1704_X2_FAU82343_35063281/fast5_pass/barcode36,cebitec:/prj/kinbiotics-seq/samples/K-M0837/medaka/consensus.fasta,,2,Run01151_Min106_RBK110,36,15.0,97.0,190826,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
92,sepsis,K-L0073,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00915_MIN106_LSK109/1152_Kinbiotics_0002_3/20220225_1650_X1_FAS98583_77f72642/fast5_pass/barcode39,cebitec:/prj/kinbiotics-seq/samples/K-L0073/medaka/consensus.fasta,,2,Run00915_MIN106_LSK109,39,1.0,69.0,56743,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
438,sepsis,K-M0108,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01006_Min106_RBK96/1152_0006/20220429_1528_X3_FAT28352_6ee61cba/fast5_pass/barcode30,cebitec:/prj/kinbiotics-seq/samples/K-M0108/medaka/consensus.fasta,,2,Run01006_Min106_RBK96,30,2.0,109.0,193434,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
453,sepsis,K-M0123,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01006_Min106_RBK96/1152_0006/20220429_1528_X3_FAT28352_6ee61cba/fast5_pass/barcode45,cebitec:/prj/kinbiotics-seq/samples/K-M0123/medaka/consensus.fasta,,2,Run01006_Min106_RBK96,45,22.0,99.0,252695,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
394,sepsis,K-M0073,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00985_Min106_RBK110/1152_Kinbiotics_0005/20220408_0800_X4_FAS99026_b3a3385b/fast5_pass/barcode41,cebitec:/prj/kinbiotics-seq/samples/K-M0073/medaka/consensus.fasta,,2,Run00985_Min106_RBK110,41,2.0,42.0,77567,548,Klebsiella aerogenes,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
181,sepsis,K-L0051,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00918_MIN106_RBK110/1152_Kinbiotics_0002_2/20220225_1353_X2_FAS99156_ab760bb6/fast5_pass/barcode46,cebitec:/prj/kinbiotics-seq/samples/K-L0051/medaka/consensus.fasta,,1,Run00918_MIN106_RBK110,46,3.0,95.0,110549,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
392,sepsis,K-M0071,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00985_Min106_RBK110/1152_Kinbiotics_0005/20220408_0800_X4_FAS99026_b3a3385b/fast5_pass/barcode39,cebitec:/prj/kinbiotics-seq/samples/K-M0071/medaka/consensus.fasta,,1,Run00985_Min106_RBK110,39,8.0,63.0,78847,158836,Enterobacter hormaechei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
379,sepsis,K-M0058,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00984_Min106_RBK110/1152_Kinbiotics_0005/20220408_0758_X3_FAS48244_6cef4517/fast5_pass/barcode26,cebitec:/prj/kinbiotics-seq/samples/K-M0058/medaka/consensus.fasta,,1,Run00984_Min106_RBK110,26,4.0,35.0,77607,582,Morganella morganii,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella
557,sepsis,K-E0154,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode22,cebitec:/prj/kinbiotics-seq/samples/K-E0154/medaka/consensus.fasta,,1,Run01049_Min106_RBK110,22,2.0,195.0,255173,727,Haemophilus influenzae,Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
188,sepsis,K-L0058,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00918_MIN106_RBK110/1152_Kinbiotics_0002_2/20220225_1353_X2_FAS99156_ab760bb6/fast5_pass/barcode53,cebitec:/prj/kinbiotics-seq/samples/K-L0058/medaka/consensus.fasta,,1,Run00918_MIN106_RBK110,53,5.0,164.0,210711,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
464,sepsis,K-M0134,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01006_Min106_RBK96/1152_0006/20220429_1528_X3_FAT28352_6ee61cba/fast5_pass/barcode56,cebitec:/prj/kinbiotics-seq/samples/K-M0134/medaka/consensus.fasta,,1,Run01006_Min106_RBK96,56,1.0,27.0,27795,571,Klebsiella oxytoca,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1252,sepsis,K-M0762,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01148_Min106_RBK110/1152_21_2/20221103_1723_X2_FAS69564_81777816/fast5_pass/barcode55,cebitec:/prj/kinbiotics-seq/samples/K-M0762/medaka/consensus.fasta,,1,Run01148_Min106_RBK110,55,9.0,20.0,27239,1314,Streptococcus pyogenes,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
139,sepsis,K-L0009,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00917_MIN106_RBK110/1152_Kinbiotics_0002_1/20220225_1352_X1_FAS98466_10e821be/fast5_pass/barcode04,cebitec:/prj/kinbiotics-seq/samples/K-L0009/medaka/consensus.fasta,,1,Run00917_MIN106_RBK110,04,1.0,132.0,160978,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
695,sepsis,K-M0235,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01072_Min106_RBK110/1152_0013/20220706_1519_X5_FAT83819_30c15b50/fast5_pass/barcode72,cebitec:/prj/kinbiotics-seq/samples/K-M0235/medaka/consensus.fasta,,1,Run01072_Min106_RBK110,72,2.0,60.0,55565,1334,Streptococcus dysgalactiae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group
1361,sepsis,K-E0265,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01152_Min106_RBK110/1152_22_3/20221108_1705_X4_FAU82490_288692d8/fast5_pass/barcode70,cebitec:/prj/kinbiotics-seq/samples/K-E0265/medaka/consensus.fasta,,1,Run01152_Min106_RBK110,70,26.0,8.0,11859,1134687,Klebsiella michiganensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
412,sepsis,K-M0082,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01005_MIN106_RBK96/1152_0006/20220429_1527_X2_FAT27402_9a6a39b2/fast5_pass/barcode04,cebitec:/prj/kinbiotics-seq/samples/K-M0082/medaka/consensus.fasta,,1,Run01005_MIN106_RBK96,04,3.0,82.0,141217,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
229,sepsis,K-L0123,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode41,cebitec:/prj/kinbiotics-seq/samples/K-L0123/medaka/consensus.fasta,,1,Run00960_Min106_RBK110,41,12.0,13.0,18110,1134687,Klebsiella michiganensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1071,sepsis,K-M0578,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01126_Min106_RBK110/1152_19_2/20220923_1110_X2_FAU08279_1e20ec83/fast5_pass/barcode64,cebitec:/prj/kinbiotics-seq/samples/K-M0578/medaka/consensus.fasta,,1,Run01126_Min106_RBK110,64,14.0,14.0,21615,1282,Staphylococcus epidermidis,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
231,sepsis,K-L0125,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode43,cebitec:/prj/kinbiotics-seq/samples/K-L0125/medaka/consensus.fasta,,1,Run00960_Min106_RBK110,43,9.0,39.0,49658,244366,Klebsiella variicola,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1412,sepsis,K-E0324,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode25,cebitec:/prj/kinbiotics-seq/samples/K-E0324/medaka/consensus.fasta,,1,Run01166_Min106_RBK96,25,1.0,30.0,31297,28901,Salmonella enterica,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
847,sepsis,K-M0352,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01116_Min106_RBK110/1152_16_1/20220913_1558_X1_FAU08257_0690c39a/fast5_pass/barcode32,cebitec:/prj/kinbiotics-seq/samples/K-M0352/medaka/consensus.fasta,,1,Run01116_Min106_RBK110,32,40.0,9.0,17530,545,Citrobacter koseri,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter
1415,sepsis,K-E0327,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode28,cebitec:/prj/kinbiotics-seq/samples/K-E0327/medaka/consensus.fasta,,1,Run01166_Min106_RBK96,28,2.0,137.0,141851,1351,Enterococcus faecalis,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
282,sepsis,K-L0176,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode12,cebitec:/prj/kinbiotics-seq/samples/K-L0176/medaka/consensus.fasta,,1,Run00976_Min106_RBK110,12,2.0,27.0,45927,548,Klebsiella aerogenes,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
696,sepsis,K-M0236,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01072_Min106_RBK110/1152_0013/20220706_1519_X5_FAT83819_30c15b50/fast5_pass/barcode73,cebitec:/prj/kinbiotics-seq/samples/K-M0236/medaka/consensus.fasta,,1,Run01072_Min106_RBK110,73,3.0,41.0,67602,1334,Streptococcus dysgalactiae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group
926,sepsis,K-M0433,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01122_Min106_RBK110/1152_18/20220923_1054_X1_FAT89651_31d9e33d/fast5_pass/barcode15,cebitec:/prj/kinbiotics-seq/samples/K-M0433/medaka/consensus.fasta,,1,Run01122_Min106_RBK110,15,49.0,17.0,35040,1313,Streptococcus pneumoniae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
164,sepsis,K-L0034,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00918_MIN106_RBK110/1152_Kinbiotics_0002_2/20220225_1353_X2_FAS99156_ab760bb6/fast5_pass/barcode29,cebitec:/prj/kinbiotics-seq/samples/K-L0034/medaka/consensus.fasta,,1,Run00918_MIN106_RBK110,29,1.0,61.0,63483,158836,Enterobacter hormaechei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
1240,sepsis,K-M0750,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01148_Min106_RBK110/1152_21_2/20221103_1723_X2_FAS69564_81777816/fast5_pass/barcode43,cebitec:/prj/kinbiotics-seq/samples/K-M0750/medaka/consensus.fasta,,1,Run01148_Min106_RBK110,43,10.0,20.0,71506,818,Bacteroides thetaiotaomicron,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides
586,sepsis,K-E0184,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode50,cebitec:/prj/kinbiotics-seq/samples/K-E0184/medaka/consensus.fasta,,1,Run01050_Min106_RBK110,50,1.0,112.0,75230,727,Haemophilus influenzae,Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
350,sepsis,K-E0036,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode82,cebitec:/prj/kinbiotics-seq/samples/K-E0036/medaka/consensus.fasta,,1,Run00978_Min106_RBK110,82,26.0,16.0,28108,1313,Streptococcus pneumoniae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
154,sepsis,K-L0024,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00917_MIN106_RBK110/1152_Kinbiotics_0002_1/20220225_1352_X1_FAS98466_10e821be/fast5_pass/barcode19,cebitec:/prj/kinbiotics-seq/samples/K-L0024/medaka/consensus.fasta,,1,Run00917_MIN106_RBK110,19,3.0,93.0,150893,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
595,sepsis,K-E0193,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01051_Min106_RBK110/1152_0012_3/20220616_1342_X3_FAS60697_53770791/fast5_pass/barcode59,cebitec:/prj/kinbiotics-seq/samples/K-E0193/medaka/consensus.fasta,,1,Run01051_Min106_RBK110,59,3.0,165.0,239884,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
182,sepsis,K-L0052,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00918_MIN106_RBK110/1152_Kinbiotics_0002_2/20220225_1353_X2_FAS99156_ab760bb6/fast5_pass/barcode47,cebitec:/prj/kinbiotics-seq/samples/K-L0052/medaka/consensus.fasta,,1,Run00918_MIN106_RBK110,47,2.0,143.0,124157,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
